样本编号,视频编号,验证折号
RS5WM3q2ZZQ$_$10,RS5WM3q2ZZQ,3
RS5WM3q2ZZQ$_$2,RS5WM3q2ZZQ,3
RS5WM3q2ZZQ$_$6,RS5WM3q2ZZQ,3
RST6PgpsLws$_$2,RST6PgpsLws,4
RTzDzj4NxIM$_$7,RTzDzj4NxIM,1
RaTQZrdICKo$_$2,RaTQZrdICKo,0
RadU51t1kL0$_$8,RadU51t1kL0,1
Rdf0Psjyrwc$_$3,Rdf0Psjyrwc,1
Rdf0Psjyrwc$_$2,Rdf0Psjyrwc,1
RgubFcmvgDE$_$0,RgubFcmvgDE,3
RgubFcmvgDE$_$3,RgubFcmvgDE,3
Rse6laKf1i8$_$6,Rse6laKf1i8,2
Rt9rN1ntS3E$_$1,Rt9rN1ntS3E,1
Rt9rN1ntS3E$_$2,Rt9rN1ntS3E,1
Rugd2NMu4bA$_$11,Rugd2NMu4bA,3
Rugd2NMu4bA$_$5,Rugd2NMu4bA,3
RvIohowRPAk$_$11,RvIohowRPAk,1
RvIohowRPAk$_$2,RvIohowRPAk,1
Rw2pzFGosmw$_$7,Rw2pzFGosmw,3
RwcTz-tOIeo$_$2,RwcTz-tOIeo,0
Ry2NJPd4N3s$_$14,Ry2NJPd4N3s,3
S21ApRNQ9Ko$_$15,S21ApRNQ9Ko,3
S21ApRNQ9Ko$_$14,S21ApRNQ9Ko,3
S21ApRNQ9Ko$_$3,S21ApRNQ9Ko,3
S21ApRNQ9Ko$_$2,S21ApRNQ9Ko,3
S2znq3iRPwE$_$10,S2znq3iRPwE,3
S2znq3iRPwE$_$13,S2znq3iRPwE,3
S2znq3iRPwE$_$19,S2znq3iRPwE,3
S6S2XL0-ZpM$_$1,S6S2XL0-ZpM,0
S9PDgK7fpJI$_$14,S9PDgK7fpJI,2
SGsiGz2fdpo$_$23,SGsiGz2fdpo,4
SGsiGz2fdpo$_$29,SGsiGz2fdpo,4
SGsiGz2fdpo$_$5,SGsiGz2fdpo,4
SGsiGz2fdpo$_$4,SGsiGz2fdpo,4
SGsiGz2fdpo$_$6,SGsiGz2fdpo,4
SGsiGz2fdpo$_$9,SGsiGz2fdpo,4
SGsiGz2fdpo$_$8,SGsiGz2fdpo,4
SGsiGz2fdpo$_$11,SGsiGz2fdpo,4
SGsiGz2fdpo$_$15,SGsiGz2fdpo,4
SGsiGz2fdpo$_$33,SGsiGz2fdpo,4
SH0wXyhsx9s$_$0,SH0wXyhsx9s,2
SI39azgVUR8$_$2,SI39azgVUR8,4
SLi2gT5H6m8$_$3,SLi2gT5H6m8,2
SLi2gT5H6m8$_$5,SLi2gT5H6m8,2
SMr2DprlLu4$_$1,SMr2DprlLu4,4
SMzV26l6iA0$_$0,SMzV26l6iA0,0
STeqtJLakQQ$_$2,STeqtJLakQQ,2
STeqtJLakQQ$_$5,STeqtJLakQQ,2
SWHmteF5Rlk$_$2,SWHmteF5Rlk,3
SWHmteF5Rlk$_$6,SWHmteF5Rlk,3
SWhfaL7AdEc$_$2,SWhfaL7AdEc,3
SWhfaL7AdEc$_$4,SWhfaL7AdEc,3
SYnygYs-fAg$_$14,SYnygYs-fAg,3
SYnygYs-fAg$_$0,SYnygYs-fAg,3
SYnygYs-fAg$_$6,SYnygYs-fAg,3
SYnygYs-fAg$_$8,SYnygYs-fAg,3
S_mxvk4LEh0$_$12,S_mxvk4LEh0,2
S_mxvk4LEh0$_$5,S_mxvk4LEh0,2
Sb2xMPwNKPo$_$18,Sb2xMPwNKPo,0
Sb2xMPwNKPo$_$5,Sb2xMPwNKPo,0
ShgrdU9WAJE$_$12,ShgrdU9WAJE,0
ShgrdU9WAJE$_$2,ShgrdU9WAJE,0
ShgrdU9WAJE$_$5,ShgrdU9WAJE,0
Sir2QeCh4B0$_$5,Sir2QeCh4B0,4
So3bPzg2bq0$_$10,So3bPzg2bq0,2
So3bPzg2bq0$_$2,So3bPzg2bq0,2
SrMN3rwvCsE$_$1,SrMN3rwvCsE,0
StgqrTr0JqU$_$10,StgqrTr0JqU,0
StgqrTr0JqU$_$0,StgqrTr0JqU,0
SxbTZjZD0vU$_$5,SxbTZjZD0vU,0
SzJf6viBWBg$_$2,SzJf6viBWBg,0
SzJf6viBWBg$_$4,SzJf6viBWBg,0
T-8TvJcS78w$_$3,T-8TvJcS78w,1
T-8TvJcS78w$_$7,T-8TvJcS78w,1
T1icdxz0TNs$_$0,T1icdxz0TNs,1
T4e4Ba1sRg0$_$0,T4e4Ba1sRg0,2
T4e4Ba1sRg0$_$3,T4e4Ba1sRg0,2
T4e4Ba1sRg0$_$9,T4e4Ba1sRg0,2
TBCjKGYBNIo$_$24,TBCjKGYBNIo,0
TBCjKGYBNIo$_$20,TBCjKGYBNIo,0
TBCjKGYBNIo$_$3,TBCjKGYBNIo,0
TBCjKGYBNIo$_$19,TBCjKGYBNIo,0
TBwetweXRb4$_$5,TBwetweXRb4,3
TFKgo5JlPro$_$1,TFKgo5JlPro,1
TFKgo5JlPro$_$0,TFKgo5JlPro,1
TM7cHOHfF70$_$30,TM7cHOHfF70,0
TM7cHOHfF70$_$5,TM7cHOHfF70,0
TNwwVWA-oAE$_$22,TNwwVWA-oAE,2
TNwwVWA-oAE$_$16,TNwwVWA-oAE,2
TO5HjoK8Iu8$_$10,TO5HjoK8Iu8,2
TO5HjoK8Iu8$_$12,TO5HjoK8Iu8,2
TSDC7CCyeGY$_$5,TSDC7CCyeGY,0
TUY83eDK5jc$_$17,TUY83eDK5jc,4
TVhXqAI9gyA$_$1,TVhXqAI9gyA,0
TWMFQED1Myk$_$1,TWMFQED1Myk,2
TWMFQED1Myk$_$3,TWMFQED1Myk,2
TWMFQED1Myk$_$6,TWMFQED1Myk,2
TWf0XFpXwfs$_$0,TWf0XFpXwfs,3
TZXcQemh8n8$_$11,TZXcQemh8n8,1
Ta_IgA3XJ3s$_$27,Ta_IgA3XJ3s,4
Ta_IgA3XJ3s$_$21,Ta_IgA3XJ3s,4
TahiuVpcROM$_$2,TahiuVpcROM,1
TfBVq9oWBmM$_$1,TfBVq9oWBmM,4
Tiq67-bAV3M$_$5,Tiq67-bAV3M,1
TwTLsgfpKvA$_$0,TwTLsgfpKvA,4
TwTLsgfpKvA$_$9,TwTLsgfpKvA,4
TxJjAK0WrOY$_$10,TxJjAK0WrOY,2
U8Ewftg_8CI$_$2,U8Ewftg_8CI,0
UK_IXtJ2BqI$_$17,UK_IXtJ2BqI,1
UK_IXtJ2BqI$_$3,UK_IXtJ2BqI,1
UK_IXtJ2BqI$_$7,UK_IXtJ2BqI,1
ULtBuI6nMaY$_$10,ULtBuI6nMaY,3
ULtBuI6nMaY$_$1,ULtBuI6nMaY,3
UUukBV82P9A$_$11,UUukBV82P9A,1
UUukBV82P9A$_$10,UUukBV82P9A,1
UUukBV82P9A$_$2,UUukBV82P9A,1
UXvMaHD9kmA$_$10,UXvMaHD9kmA,1
UXvMaHD9kmA$_$18,UXvMaHD9kmA,1
UXvMaHD9kmA$_$14,UXvMaHD9kmA,1
Ua4g9q0r-dI$_$24,Ua4g9q0r-dI,1
Ua4g9q0r-dI$_$15,Ua4g9q0r-dI,1
Ua4g9q0r-dI$_$31,Ua4g9q0r-dI,1
Ua4g9q0r-dI$_$14,Ua4g9q0r-dI,1
Uc-0G7RRxoY$_$16,Uc-0G7RRxoY,3
Uc-0G7RRxoY$_$6,Uc-0G7RRxoY,3
UeOIb6s0pVM$_$6,UeOIb6s0pVM,0
UeOIb6s0pVM$_$8,UeOIb6s0pVM,0
UgTM9y2rD38$_$2,UgTM9y2rD38,3
UkqTwAuA8jI$_$7,UkqTwAuA8jI,0
UmB5c_QqUPs$_$11,UmB5c_QqUPs,3
UtjenieM1Ak$_$6,UtjenieM1Ak,3
UtuTyW9pUN8$_$6,UtuTyW9pUN8,2
Uw1nWfSuyo8$_$2,Uw1nWfSuyo8,0
VAFdgtqZz4g$_$4,VAFdgtqZz4g,1
VAr7gJydnys$_$13,VAr7gJydnys,1
VAr7gJydnys$_$1,VAr7gJydnys,1
VAr7gJydnys$_$0,VAr7gJydnys,1
VAr7gJydnys$_$6,VAr7gJydnys,1
VDjnKdFxuBE$_$0,VDjnKdFxuBE,0
VN1IPN1TL3Q$_$0,VN1IPN1TL3Q,3
VN1IPN1TL3Q$_$5,VN1IPN1TL3Q,3
VUrTT7xsrec$_$1,VUrTT7xsrec,1
VWik5oKP6IU$_$3,VWik5oKP6IU,4
VZqkWIPmH6w$_$4,VZqkWIPmH6w,4
Va54WZgPTdY$_$6,Va54WZgPTdY,4
VbSsGRXIwjc$_$2,VbSsGRXIwjc,3
Ve-mmCM8TI0$_$15,Ve-mmCM8TI0,1
Ve-mmCM8TI0$_$2,Ve-mmCM8TI0,1
Ve-mmCM8TI0$_$4,Ve-mmCM8TI0,1
Ve-mmCM8TI0$_$7,Ve-mmCM8TI0,1
Ve-mmCM8TI0$_$6,Ve-mmCM8TI0,1
VhKJm_jiciU$_$10,VhKJm_jiciU,4
VjAvqFXEmmk$_$3,VjAvqFXEmmk,1
VjAvqFXEmmk$_$2,VjAvqFXEmmk,1
VjAvqFXEmmk$_$4,VjAvqFXEmmk,1
VoETCD8fBLI$_$5,VoETCD8fBLI,3
Vv2DTPyyw90$_$0,Vv2DTPyyw90,4
Vw4-ae-ucHE$_$0,Vw4-ae-ucHE,2
Vw4-ae-ucHE$_$3,Vw4-ae-ucHE,2
Vw4-ae-ucHE$_$2,Vw4-ae-ucHE,2
Vx8npmcFxak$_$5,Vx8npmcFxak,3
VybXjsmsjAY$_$13,VybXjsmsjAY,2
W-pA0lOGLR0$_$5,W-pA0lOGLR0,3
W-ptEZFARVo$_$2,W-ptEZFARVo,3
W-q9bPlMIVI$_$14,W-q9bPlMIVI,4
W40BaML7mzc$_$0,W40BaML7mzc,1
W53uRqITk2I$_$0,W53uRqITk2I,0
W53uRqITk2I$_$6,W53uRqITk2I,0
WAXJRnJXmOA$_$18,WAXJRnJXmOA,4
WAXJRnJXmOA$_$5,WAXJRnJXmOA,4
WBCRTcMJZZc$_$3,WBCRTcMJZZc,4
WGfGxoI05ew$_$3,WGfGxoI05ew,3
WHUHTmtBJWU$_$14,WHUHTmtBJWU,1
WMzvDL7b4sM$_$0,WMzvDL7b4sM,4
WTF9xgqLIvI$_$2,WTF9xgqLIvI,4
WTF9xgqLIvI$_$7,WTF9xgqLIvI,4
WUeSV0Z23Kg$_$1,WUeSV0Z23Kg,4
WXKgBIiP8IA$_$10,WXKgBIiP8IA,1
WXKgBIiP8IA$_$1,WXKgBIiP8IA,1
WXKgBIiP8IA$_$2,WXKgBIiP8IA,1
WXKgBIiP8IA$_$5,WXKgBIiP8IA,1
Wfn7XvSEwUA$_$1,Wfn7XvSEwUA,3
Wfn7XvSEwUA$_$3,Wfn7XvSEwUA,3
Wh6sht7xwqQ$_$11,Wh6sht7xwqQ,2
Wh6sht7xwqQ$_$0,Wh6sht7xwqQ,2
Wn8nz8GPKkI$_$1,Wn8nz8GPKkI,2
Wn8nz8GPKkI$_$0,Wn8nz8GPKkI,2
Wnw1IAEDwDM$_$0,Wnw1IAEDwDM,3
Wo1RxRjXyYw$_$3,Wo1RxRjXyYw,3
Wo1RxRjXyYw$_$2,Wo1RxRjXyYw,3
Wo1RxRjXyYw$_$6,Wo1RxRjXyYw,3
Wo1RxRjXyYw$_$8,Wo1RxRjXyYw,3
WtiBpLt2wuA$_$2,WtiBpLt2wuA,2
Wx9nThz5z_Y$_$31,Wx9nThz5z_Y,1
WxYb2x_irTM$_$2,WxYb2x_irTM,0
X0jMZoxUL2A$_$4,X0jMZoxUL2A,0
X0jMZoxUL2A$_$7,X0jMZoxUL2A,0
X0jMZoxUL2A$_$8,X0jMZoxUL2A,0
X2leyjuolDM$_$8,X2leyjuolDM,4
X6-jJO00DMg$_$8,X6-jJO00DMg,3
X7-Gbk8gAD0$_$0,X7-Gbk8gAD0,0
X7-Gbk8gAD0$_$2,X7-Gbk8gAD0,0
X7-Gbk8gAD0$_$6,X7-Gbk8gAD0,0
XAT2IfFFAU0$_$3,XAT2IfFFAU0,0
XAgD-xoil40$_$16,XAgD-xoil40,1
XAgD-xoil40$_$2,XAgD-xoil40,1
XCyngF93SmU$_$5,XCyngF93SmU,1
XCyngF93SmU$_$4,XCyngF93SmU,1
XDVkhOziCkg$_$1,XDVkhOziCkg,1
XEZ7e4pf1xE$_$11,XEZ7e4pf1xE,2
XEZ7e4pf1xE$_$12,XEZ7e4pf1xE,2
XFGHTk_3hGg$_$9,XFGHTk_3hGg,2
XFGHTk_3hGg$_$5,XFGHTk_3hGg,2
XFGHTk_3hGg$_$6,XFGHTk_3hGg,2
XPoY4LD-A1I$_$12,XPoY4LD-A1I,1
XPoY4LD-A1I$_$8,XPoY4LD-A1I,1
XQOUZhWI1B0$_$3,XQOUZhWI1B0,3
XQxnAPleuCE$_$3,XQxnAPleuCE,4
XVSDfgstFUQ$_$1,XVSDfgstFUQ,2
XVSDfgstFUQ$_$3,XVSDfgstFUQ,2
XVSDfgstFUQ$_$4,XVSDfgstFUQ,2
XXvSLz8QmGk$_$10,XXvSLz8QmGk,0
XXvSLz8QmGk$_$7,XXvSLz8QmGk,0
XbolrpSc0KU$_$5,XbolrpSc0KU,4
XcHLB-qfv5M$_$0,XcHLB-qfv5M,4
XcHLB-qfv5M$_$3,XcHLB-qfv5M,4
XgT2WWcXip4$_$7,XgT2WWcXip4,3
Xo6-V2RlWss$_$1,Xo6-V2RlWss,1
Xo6-V2RlWss$_$0,Xo6-V2RlWss,1
Xq7zLxYHxd8$_$10,Xq7zLxYHxd8,0
XsEPZydHWdo$_$4,XsEPZydHWdo,4
XwOdPYlyqXA$_$12,XwOdPYlyqXA,0
Xx7Y2YIbleA$_$16,Xx7Y2YIbleA,3
Xx7Y2YIbleA$_$9,Xx7Y2YIbleA,3
Xx7Y2YIbleA$_$8,Xx7Y2YIbleA,3
XyBU_gZtU0M$_$23,XyBU_gZtU0M,2
XyBU_gZtU0M$_$4,XyBU_gZtU0M,2
XyBU_gZtU0M$_$9,XyBU_gZtU0M,2
XzhRYIeczg4$_$6,XzhRYIeczg4,1
Y6zyM1nDhN0$_$2,Y6zyM1nDhN0,4
Y6zyM1nDhN0$_$4,Y6zyM1nDhN0,4
YAYfMkxhRiQ$_$3,YAYfMkxhRiQ,4
YB9EUgrzCCo$_$10,YB9EUgrzCCo,3
YB9EUgrzCCo$_$5,YB9EUgrzCCo,3
YGeVGXXK3ao$_$1,YGeVGXXK3ao,4
YGeVGXXK3ao$_$4,YGeVGXXK3ao,4
YITXOmhQhYE$_$0,YITXOmhQhYE,0
YITXOmhQhYE$_$3,YITXOmhQhYE,0
YITXOmhQhYE$_$5,YITXOmhQhYE,0
YITXOmhQhYE$_$7,YITXOmhQhYE,0
YITXOmhQhYE$_$6,YITXOmhQhYE,0
YJJoYkFPmds$_$10,YJJoYkFPmds,0
YJJoYkFPmds$_$5,YJJoYkFPmds,0
YJJoYkFPmds$_$7,YJJoYkFPmds,0
YLA7h1RTa9w$_$4,YLA7h1RTa9w,2
YRmjALBdTdE$_$7,YRmjALBdTdE,0
YVBsDJtAbk4$_$7,YVBsDJtAbk4,2
YVHJpAROBvQ$_$2,YVHJpAROBvQ,0
YWjTWl0oNLk$_$11,YWjTWl0oNLk,4
YWjTWl0oNLk$_$1,YWjTWl0oNLk,4
YWjTWl0oNLk$_$3,YWjTWl0oNLk,4
YWjTWl0oNLk$_$4,YWjTWl0oNLk,4
YWjTWl0oNLk$_$7,YWjTWl0oNLk,4
YWjTWl0oNLk$_$9,YWjTWl0oNLk,4
YWxvIFmYnNU$_$13,YWxvIFmYnNU,2
YWxvIFmYnNU$_$20,YWxvIFmYnNU,2
YWxvIFmYnNU$_$26,YWxvIFmYnNU,2
YcJ5RJYUr7Y$_$17,YcJ5RJYUr7Y,1
YcJ5RJYUr7Y$_$19,YcJ5RJYUr7Y,1
YcJ5RJYUr7Y$_$2,YcJ5RJYUr7Y,1
YcyHQQXGXWA$_$4,YcyHQQXGXWA,4
YfxtwXXkCmc$_$0,YfxtwXXkCmc,4
Yi6Qyn4X8is$_$16,Yi6Qyn4X8is,4
Yi6Qyn4X8is$_$7,Yi6Qyn4X8is,4
YmGfjU5PGyE$_$5,YmGfjU5PGyE,3
Yn8vNC41UMg$_$10,Yn8vNC41UMg,2
YodtMIsjM0c$_$7,YodtMIsjM0c,2
Z-26eyME6Co$_$10,Z-26eyME6Co,0
Z3fcd1wdzr0$_$2,Z3fcd1wdzr0,2
Z3fcd1wdzr0$_$5,Z3fcd1wdzr0,2
Z3fcd1wdzr0$_$4,Z3fcd1wdzr0,2
Z3fcd1wdzr0$_$7,Z3fcd1wdzr0,2
ZDz8Qr-sJ3E$_$3,ZDz8Qr-sJ3E,2
ZDz8Qr-sJ3E$_$4,ZDz8Qr-sJ3E,2
ZJGzEeDXbyM$_$0,ZJGzEeDXbyM,1
ZQuGizjoCTY$_$4,ZQuGizjoCTY,3
ZQuGizjoCTY$_$8,ZQuGizjoCTY,3
ZSBoSJaD2tQ$_$1,ZSBoSJaD2tQ,3
ZSBoSJaD2tQ$_$8,ZSBoSJaD2tQ,3
ZW4Oe_fKJM0$_$7,ZW4Oe_fKJM0,1
ZXHX_e6HCI0$_$0,ZXHX_e6HCI0,2
ZZ1IyZaMTWQ$_$0,ZZ1IyZaMTWQ,2
ZZ1IyZaMTWQ$_$5,ZZ1IyZaMTWQ,2
Zae-zQ3VBpY$_$2,Zae-zQ3VBpY,3
Zg9DKOHJdw8$_$3,Zg9DKOHJdw8,3
Zj_4YmbMWtg$_$10,Zj_4YmbMWtg,4
Zo8jCDGMWjw$_$0,Zo8jCDGMWjw,0
Zs8x712Y-CM$_$8,Zs8x712Y-CM,3
ZtuTCuh9C1M$_$11,ZtuTCuh9C1M,1
ZtuTCuh9C1M$_$8,ZtuTCuh9C1M,1
ZzL2sHtTWRc$_$1,ZzL2sHtTWRc,0
_26JmJnPKfM$_$5,_26JmJnPKfM,2
_26JmJnPKfM$_$8,_26JmJnPKfM,2
_26JmJnPKfM$_$11,_26JmJnPKfM,2
_26JmJnPKfM$_$13,_26JmJnPKfM,2
_26JmJnPKfM$_$12,_26JmJnPKfM,2
_26JmJnPKfM$_$15,_26JmJnPKfM,2
_26JmJnPKfM$_$14,_26JmJnPKfM,2
_4PNh8dIILI$_$3,_4PNh8dIILI,3
_8pvMpMdGM4$_$1,_8pvMpMdGM4,1
_8pvMpMdGM4$_$0,_8pvMpMdGM4,1
_8pvMpMdGM4$_$4,_8pvMpMdGM4,1
_8pvMpMdGM4$_$6,_8pvMpMdGM4,1
_HabvL0VnrQ$_$31,_HabvL0VnrQ,4
_HabvL0VnrQ$_$0,_HabvL0VnrQ,4
_HabvL0VnrQ$_$9,_HabvL0VnrQ,4
_HanACduNJk$_$10,_HanACduNJk,1
_HanACduNJk$_$12,_HanACduNJk,1
_HanACduNJk$_$2,_HanACduNJk,1
_JcML8u5Wes$_$3,_JcML8u5Wes,2
_PKP676ez2c$_$4,_PKP676ez2c,0
_PKP676ez2c$_$7,_PKP676ez2c,0
_UNQDdiAbWI$_$4,_UNQDdiAbWI,3
_XWUKMkxa-Q$_$4,_XWUKMkxa-Q,3
_YzIvwvyIq4$_$5,_YzIvwvyIq4,1
_bIJOxiIJFk$_$5,_bIJOxiIJFk,0
_bIJOxiIJFk$_$4,_bIJOxiIJFk,0
_iRAn6feOmw$_$25,_iRAn6feOmw,2
_iRAn6feOmw$_$15,_iRAn6feOmw,2
_iRAn6feOmw$_$14,_iRAn6feOmw,2
_iy7ftq27xE$_$11,_iy7ftq27xE,4
_iy7ftq27xE$_$6,_iy7ftq27xE,4
_iy7ftq27xE$_$9,_iy7ftq27xE,4
_qVgNLJCYdA$_$0,_qVgNLJCYdA,3
_qVgNLJCYdA$_$6,_qVgNLJCYdA,3
_t8ETpf2LnM$_$0,_t8ETpf2LnM,0
_v8c7iWkYz0$_$4,_v8c7iWkYz0,1
_xjBqNfiEY4$_$0,_xjBqNfiEY4,4
a4vRa-_nuJw$_$11,a4vRa-_nuJw,0
a4vRa-_nuJw$_$10,a4vRa-_nuJw,0
a4vRa-_nuJw$_$4,a4vRa-_nuJw,0
a5CSKvCAhbs$_$11,a5CSKvCAhbs,3
a5CSKvCAhbs$_$7,a5CSKvCAhbs,3
a5CSKvCAhbs$_$6,a5CSKvCAhbs,3
a5FKWiI90hk$_$3,a5FKWiI90hk,3
a7HHg_JygJo$_$5,a7HHg_JygJo,4
a7HHg_JygJo$_$6,a7HHg_JygJo,4
a8WV5KEMKSw$_$1,a8WV5KEMKSw,1
a8WV5KEMKSw$_$0,a8WV5KEMKSw,1
aCwLQrJz4Bo$_$0,aCwLQrJz4Bo,0
aDvgbBqTWWE$_$10,aDvgbBqTWWE,2
aDvgbBqTWWE$_$23,aDvgbBqTWWE,2
aDvgbBqTWWE$_$30,aDvgbBqTWWE,2
aE7sckIAWuw$_$4,aE7sckIAWuw,4
aE7sckIAWuw$_$8,aE7sckIAWuw,4
aFjMWlR1QAY$_$0,aFjMWlR1QAY,3
aFjMWlR1QAY$_$3,aFjMWlR1QAY,3
aFjMWlR1QAY$_$2,aFjMWlR1QAY,3
aFjMWlR1QAY$_$9,aFjMWlR1QAY,3
aI1tdJPHz2I$_$1,aI1tdJPHz2I,1
aIUF3QJJOF4$_$12,aIUF3QJJOF4,4
aIUF3QJJOF4$_$0,aIUF3QJJOF4,4
aIUF3QJJOF4$_$3,aIUF3QJJOF4,4
aIUF3QJJOF4$_$2,aIUF3QJJOF4,4
aIUF3QJJOF4$_$7,aIUF3QJJOF4,4
aNOuoSVlunM$_$8,aNOuoSVlunM,4
aNOuoSVlunM$_$0,aNOuoSVlunM,4
afCsKTHteg4$_$5,afCsKTHteg4,0
ahcAFnY6iAY$_$1,ahcAFnY6iAY,4
aiUq5xksJy0$_$5,aiUq5xksJy0,0
aiUq5xksJy0$_$7,aiUq5xksJy0,0
ak7N0BqMluI$_$3,ak7N0BqMluI,1
ak7N0BqMluI$_$2,ak7N0BqMluI,1
amem5EmRG3s$_$2,amem5EmRG3s,3
ap465Tlzf88$_$1,ap465Tlzf88,1
aqmRPNfeOy8$_$0,aqmRPNfeOy8,1
aqmRPNfeOy8$_$2,aqmRPNfeOy8,1
asWraTfIqq0$_$11,asWraTfIqq0,4
asWraTfIqq0$_$4,asWraTfIqq0,4
asWraTfIqq0$_$6,asWraTfIqq0,4
assx_NKo-L8$_$14,assx_NKo-L8,0
assx_NKo-L8$_$4,assx_NKo-L8,0
assx_NKo-L8$_$9,assx_NKo-L8,0
assx_NKo-L8$_$20,assx_NKo-L8,0
atxoi7pB5TM$_$2,atxoi7pB5TM,3
avW2m6VHTyg$_$2,avW2m6VHTyg,2
b1Il3Nf6BrU$_$6,b1Il3Nf6BrU,3
b8xmgi4VV0M$_$9,b8xmgi4VV0M,1
bBJ0BxmIocQ$_$1,bBJ0BxmIocQ,2
bBJ0BxmIocQ$_$0,bBJ0BxmIocQ,2
bBJ0BxmIocQ$_$12,bBJ0BxmIocQ,2
bBJ0BxmIocQ$_$19,bBJ0BxmIocQ,2
bBJ0BxmIocQ$_$18,bBJ0BxmIocQ,2
bCDfIJ12oqM$_$0,bCDfIJ12oqM,4
bQcJVJcpgAs$_$1,bQcJVJcpgAs,4
bU6CgE_kMRY$_$5,bU6CgE_kMRY,4
bUFAN2TgPaU$_$11,bUFAN2TgPaU,4
bVhWpCvpSs4$_$1,bVhWpCvpSs4,1
bVhWpCvpSs4$_$3,bVhWpCvpSs4,1
bVhWpCvpSs4$_$2,bVhWpCvpSs4,1
bVhWpCvpSs4$_$6,bVhWpCvpSs4,1
bYt4wybVLRQ$_$3,bYt4wybVLRQ,4
bYt4wybVLRQ$_$16,bYt4wybVLRQ,4
bZ2ytqPtyK4$_$14,bZ2ytqPtyK4,4
b_SffSbPVJM$_$5,b_SffSbPVJM,2
babuyKl7EAw$_$5,babuyKl7EAw,4
badtXoOJaf8$_$7,badtXoOJaf8,1
bcns0Gu66D8$_$3,bcns0Gu66D8,0
bdtwQxwySN0$_$15,bdtwQxwySN0,1
bdtwQxwySN0$_$2,bdtwQxwySN0,1
bfy28AlY-TQ$_$3,bfy28AlY-TQ,0
bh4_Kd4hhd4$_$1,bh4_Kd4hhd4,1
bhFK-xy76U4$_$1,bhFK-xy76U4,0
bhPB19tr-JY$_$0,bhPB19tr-JY,1
bhPB19tr-JY$_$6,bhPB19tr-JY,1
bkP-BNW4oMg$_$0,bkP-BNW4oMg,0
c5-L8vC6_sk$_$8,c5-L8vC6_sk,4
c6wuh0NRG1s$_$1,c6wuh0NRG1s,1
c6wuh0NRG1s$_$0,c6wuh0NRG1s,1
c6wuh0NRG1s$_$9,c6wuh0NRG1s,1
c7xUcM68IFE$_$2,c7xUcM68IFE,1
c7xUcM68IFE$_$5,c7xUcM68IFE,1
c7xUcM68IFE$_$9,c7xUcM68IFE,1
c805Td8A_Ek$_$22,c805Td8A_Ek,3
c805Td8A_Ek$_$17,c805Td8A_Ek,3
c805Td8A_Ek$_$16,c805Td8A_Ek,3
c9jD33baJ60$_$1,c9jD33baJ60,0
c9jD33baJ60$_$0,c9jD33baJ60,0
cAA2mONG98w$_$2,cAA2mONG98w,0
cEXJ2zFbC9I$_$4,cEXJ2zFbC9I,4
cKUPgzZu-Fk$_$4,cKUPgzZu-Fk,1
cKldvZeyRDA$_$2,cKldvZeyRDA,0
cKxNJY7sA8s$_$1,cKxNJY7sA8s,2
cM1Zuji24dI$_$3,cM1Zuji24dI,0
cM1Zuji24dI$_$2,cM1Zuji24dI,0
cOcNe3L4VAg$_$10,cOcNe3L4VAg,1
cOcNe3L4VAg$_$13,cOcNe3L4VAg,1
cOcNe3L4VAg$_$2,cOcNe3L4VAg,1
cRFiXLzcCOA$_$3,cRFiXLzcCOA,2
cS3BDGNDu_8$_$10,cS3BDGNDu_8,3
cS3BDGNDu_8$_$2,cS3BDGNDu_8,3
cUm0TN3vXRc$_$2,cUm0TN3vXRc,4
cZVM4svwE90$_$25,cZVM4svwE90,2
cZVM4svwE90$_$26,cZVM4svwE90,2
cZVM4svwE90$_$1,cZVM4svwE90,2
cZVM4svwE90$_$3,cZVM4svwE90,2
cZVM4svwE90$_$4,cZVM4svwE90,2
cZVM4svwE90$_$6,cZVM4svwE90,2
cZVM4svwE90$_$13,cZVM4svwE90,2
cZVM4svwE90$_$12,cZVM4svwE90,2
cZVM4svwE90$_$15,cZVM4svwE90,2
c_FJuhSte8Q$_$5,c_FJuhSte8Q,0
c_FJuhSte8Q$_$7,c_FJuhSte8Q,0
c_FJuhSte8Q$_$8,c_FJuhSte8Q,0
caLWajc18Y4$_$5,caLWajc18Y4,2
caLWajc18Y4$_$6,caLWajc18Y4,2
caLWajc18Y4$_$9,caLWajc18Y4,2
cfX_iuhCbRY$_$1,cfX_iuhCbRY,3
cfX_iuhCbRY$_$5,cfX_iuhCbRY,3
cjgq9d8Zn9g$_$2,cjgq9d8Zn9g,3
cmJW6mkspkI$_$0,cmJW6mkspkI,4
cnllFPRyBFs$_$0,cnllFPRyBFs,2
ctMCSUT2LlQ$_$4,ctMCSUT2LlQ,4
d0QNH2vcDgU$_$3,d0QNH2vcDgU,3
d0QNH2vcDgU$_$13,d0QNH2vcDgU,3
d38u9n5GOLM$_$26,d38u9n5GOLM,3
d38u9n5GOLM$_$18,d38u9n5GOLM,3
d38u9n5GOLM$_$28,d38u9n5GOLM,3
d38u9n5GOLM$_$6,d38u9n5GOLM,3
d3I7Ug-_3L0$_$0,d3I7Ug-_3L0,2
d3I7Ug-_3L0$_$5,d3I7Ug-_3L0,2
d3I7Ug-_3L0$_$6,d3I7Ug-_3L0,2
